-53.364025,206.753372,1.764
-53.364025,206.753372,3.528
-53.364025,206.753372,5.292
-53.364025,206.753372,7.056
-53.364025,206.753372,8.820
-53.364025,206.753372,10.584
-53.364025,206.753372,12.348
-53.364025,206.753372,14.112
-53.363865,206.753372,12.208
-53.363644,206.753387,0.180
-53.362923,206.753220,0.865
-53.362701,206.753159,1.075
-53.362759,206.753082,1.031
-53.362923,206.753036,0.867
-53.363098,206.752991,0.667
-53.363258,206.752991,0.477
-53.363380,206.752960,0.318
-53.363468,206.753006,0.196
-53.363537,206.752991,0.109
-53.363575,206.753006,0.052
-53.363602,206.753021,0.016
-53.363625,206.752991,0.004
-53.363636,206.752960,0.012
-53.363636,206.752960,0.000
-53.363644,206.752945,0.009
-53.346489,206.752808,2.220
-53.307842,206.751434,2.749
-53.286461,206.754227,0.283
-53.283813,206.755081,0.796
-53.282600,206.755051,0.014
-53.277782,206.755615,0.555
-53.276127,206.755402,0.009
-53.274120,206.755325,0.210
-53.271164,206.755829,0.195
-53.268410,206.755310,0.188
-53.265755,206.755829,0.185
-53.263050,206.755402,0.201
-53.255081,206.755859,0.891
-53.251316,206.756424,0.015
-53.248440,206.756668,0.673
-53.246937,206.756668,0.008
-53.246098,206.756744,0.297
-53.239822,206.756561,0.411
-53.234474,206.756042,0.363
-53.229706,206.756622,0.335
-53.225227,206.756226,0.321
-53.219227,206.756714,0.675
-53.202869,206.757202,1.321
-53.199734,206.756821,0.017
-53.198849,206.756393,0.290
-53.195061,206.756912,0.262
-53.191532,206.756409,0.245
-53.188202,206.756882,0.234
-53.183250,206.756424,0.591
-53.167515,206.756378,1.377
-53.163570,206.755402,0.017
-53.162289,206.755493,0.439
-53.156677,206.755112,0.379
-53.151737,206.755630,0.339
-53.147301,206.755127,0.307
-53.143234,206.755569,0.290
-53.138912,206.755402,0.407
-53.125267,206.755142,1.364
-53.121677,206.755997,0.015
-53.119846,206.756287,0.446
-53.111488,206.756088,0.556
-53.104309,206.756592,0.489
-53.098034,206.756073,0.434
-53.092400,206.756516,0.396
-53.086346,206.756226,0.533
-53.071026,206.756393,1.533
-53.065754,206.757324,0.018
-53.064014,206.757614,0.445
-53.055683,206.757385,0.554
-53.048496,206.757858,0.488
-53.042221,206.757339,0.433
-53.036594,206.757812,0.394
-53.030342,206.757629,0.582
-53.014786,206.757614,1.394
-53.010639,206.756973,0.017
-53.008774,206.757034,0.505
-53.007320,206.757553,0.004
-53.003494,206.756805,0.338
-52.998962,206.757294,0.303
-52.994957,206.756775,0.275
-52.991306,206.757217,0.254
-52.987904,206.756653,0.240
-52.984486,206.757065,0.265
-52.972858,206.757370,1.141
-52.968700,206.758316,0.014
-52.966373,206.758621,0.507
-52.964874,206.758820,0.005
-52.961292,206.759293,0.284
-52.957474,206.758759,0.261
-52.953983,206.759247,0.243
-52.950710,206.758743,0.232
-52.947468,206.759216,0.238
-52.940083,206.759109,0.819
-52.937607,206.757111,0.009
-52.932686,206.756439,0.747
-52.931263,206.756546,0.008
-52.930302,206.756500,0.336
-52.926300,206.756912,0.268
-52.922710,206.756378,0.247
-52.919395,206.756897,0.233
-52.916225,206.756393,0.227
-52.911560,206.756470,0.515
-52.896748,206.756287,1.283
-52.894505,206.754654,0.015
-52.893650,206.755173,0.262
-52.890202,206.754684,0.240
-52.886955,206.755127,0.228
-52.883816,206.754578,0.223
-52.878407,206.754745,0.642
-52.862572,206.755249,1.224
-52.860535,206.753830,0.015
-52.857079,206.753784,0.627
-52.855427,206.754150,0.008
-52.854347,206.754593,0.133
-52.852421,206.754059,0.134
-52.850456,206.754532,0.138
-52.848400,206.754028,0.149
-52.846085,206.754486,0.176
-52.840725,206.754272,0.629
-52.839520,206.754440,0.006
-52.828934,206.754684,0.804
-52.827213,206.754715,0.011
-52.826290,206.754791,0.344
-52.819744,206.754745,0.433
-52.814114,206.754211,0.385
-52.809139,206.754700,0.346
-52.804623,206.754211,0.327
-52.798443,206.754669,0.688
-52.782040,206.754059,1.323
-52.778904,206.754456,0.017
-52.777481,206.754471,0.450
-52.768936,206.755219,0.567
-52.761589,206.754684,0.499
-52.755177,206.755173,0.443
-52.749458,206.754700,0.405
-52.743946,206.755005,0.446
-52.730991,206.754959,1.237
-52.722298,206.756073,0.021
-52.720104,206.756378,0.514
-52.718639,206.756577,0.005
-52.715385,206.757050,0.259
-52.711857,206.756516,0.240
-52.708607,206.757050,0.224
-52.705536,206.756546,0.217
-52.702450,206.757034,0.230
-52.692642,206.756973,1.031
-52.688057,206.756439,0.014
-52.685505,206.757080,0.570
-52.683865,206.756882,0.006
-52.680698,206.757339,0.454
-52.674725,206.757980,0.398
-52.669544,206.757416,0.356
-52.664936,206.757904,0.320
-52.660774,206.757370,0.294
-52.656872,206.757812,0.283
-52.649113,206.757462,0.844
-52.648033,206.757736,0.008
-52.643513,206.757889,0.594
-52.642235,206.757874,0.006
-52.640224,206.758301,0.312
-52.635761,206.757812,0.299
-52.631798,206.758316,0.273
-52.628170,206.757767,0.256
-52.624660,206.758286,0.253
-52.617104,206.757996,0.845
-52.614559,206.755936,0.010
-52.609802,206.755707,0.741
-52.608490,206.756134,0.007
-52.607521,206.756104,0.336
-52.603512,206.756561,0.268
-52.599926,206.756042,0.247
