6.100000,182.949997,1.764
6.100000,182.949997,3.528
6.100000,182.949997,5.292
6.100000,182.949997,7.056
6.100000,182.949997,8.820
6.100000,182.949997,10.584
6.100000,182.949997,12.348
6.100000,182.949997,14.112
6.099998,182.949829,12.208
6.099994,182.949615,0.180
6.099782,182.948898,0.865
6.099695,182.948700,1.075
6.099623,182.948730,1.031
6.099585,182.948898,0.867
6.099572,182.949066,0.667
6.099574,182.949203,0.477
6.099299,182.943878,1.240
6.098877,182.905609,3.455
6.101986,182.844116,4.823
6.100777,182.768829,5.680
6.092597,182.688660,5.880
6.084367,182.605392,6.176
6.084217,182.517471,6.515
6.082051,182.424362,6.897
6.071206,182.326004,7.282
6.049567,182.222931,7.673
6.029801,182.113754,8.125
6.019828,181.997513,8.594
6.022559,181.874237,9.053
6.037317,181.745132,9.461
6.050241,181.610382,9.886
6.050807,181.470062,10.262
6.038127,181.324982,10.604
6.008966,181.176666,10.904
5.965850,181.025787,11.244
5.924589,180.869644,11.663
5.894623,180.706482,12.066
5.880187,180.536514,12.435
5.881628,180.360535,12.785
5.898613,180.179504,13.155
5.913048,179.992981,13.589
5.917525,179.800659,14.006
5.925570,179.602692,14.403
5.930470,179.399292,14.802
5.918776,179.191162,15.145
5.897878,178.978088,15.550
5.877480,178.759445,15.957
5.867774,178.535004,16.320
5.864958,178.305008,16.718
5.869868,178.069611,17.079
5.871150,177.829163,17.459
5.857824,177.584137,17.805
5.842129,177.334000,18.196
5.840715,177.078491,18.530
5.838573,176.819916,18.617
5.827669,176.562851,18.515
5.812244,176.306564,18.506
5.806345,176.049805,18.532
5.808529,175.791946,18.601
5.823178,175.533386,18.592
5.840097,175.275620,18.574
5.845472,175.015991,19.079
5.828694,174.736008,20.698
5.804044,174.435806,22.104
5.777100,174.118729,23.261
5.759085,173.787796,24.191
5.753357,173.445099,24.972
5.752487,173.092407,25.667
5.761595,172.731369,26.220
5.773842,172.362885,26.762
5.772136,171.987732,27.218
5.758127,171.606567,27.651
5.738071,171.219543,28.076
5.727982,170.826782,28.458
5.728557,170.428406,28.850
5.738968,170.024643,29.222
5.743242,169.615738,29.599
5.733764,169.202042,29.918
5.715332,168.785263,30.082
5.704510,168.368698,29.957
5.703424,167.955902,29.619
5.704564,167.548401,29.229
5.693216,167.146240,28.872
5.662217,166.748474,28.643
5.613441,166.353485,28.562
5.550086,165.960129,28.599
5.470170,165.568069,28.691
5.373616,165.177185,28.874
5.260037,164.787491,29.082
5.136670,164.396912,29.421
5.007924,164.004044,29.714
4.877844,163.608612,29.945
4.748859,163.212631,29.899
4.625535,162.817307,29.687
4.505758,162.425797,29.351
4.391870,162.037445,29.082
4.285110,161.649963,28.936
4.186113,161.260849,28.920
4.078655,160.873230,28.990
3.962055,160.486465,29.177
3.843484,160.096848,29.414
3.727724,159.702408,29.685
3.617422,159.303513,29.781
3.515365,158.902313,29.756
3.420826,158.501389,29.581
3.335535,158.101730,29.328
3.244943,157.705734,29.210
3.148852,157.312302,29.158
3.056422,156.917328,29.233
2.978467,156.517654,29.331
2.919225,156.112091,29.508
2.876706,155.701630,29.641
2.847375,155.288513,29.706
2.827874,154.875336,29.622
2.803979,154.464737,29.528
2.783584,154.056213,29.350
2.763013,153.649429,29.296
2.747008,153.242691,29.283
2.754091,152.834717,29.305
2.774797,152.424896,29.500
2.808383,152.013245,29.653
2.849246,151.600861,29.738
2.897085,151.189697,29.670
2.943577,150.780975,29.503
2.978316,150.374069,29.351
3.007665,149.968643,29.241
3.044058,149.564194,29.234
3.082860,149.158951,29.345
3.127116,148.752182,29.498
3.189679,148.345520,29.604
3.256866,147.938339,29.692
3.311753,147.530090,29.613
3.363814,147.123154,29.498
3.430321,146.720383,29.319
3.502059,146.319901,29.274
3.560769,145.917557,29.290
3.612550,145.512665,29.443
3.676847,145.107361,29.584
3.750968,144.701889,29.687
3.817600,144.295074,29.652
3.871168,143.887756,29.533
3.922698,143.482147,29.396
3.985719,143.080093,29.267
4.056396,142.679703,29.282
4.134892,142.279755,29.365
4.211600,141.877563,29.525
4.270750,141.470612,29.624
4.323273,141.061737,29.677
4.368878,140.652557,29.585
4.412806,140.244919,29.471
4.469993,139.841156,29.320
4.536887,139.439850,29.288
4.607683,139.038727,29.351
4.670221,138.634842,29.466
4.719081,138.227005,29.605
4.758735,137.816772,29.663
4.803784,137.407471,29.614
4.858899,137.000824,29.511
4.921178,136.596954,29.381
4.977844,136.193695,29.304
5.016450,135.788559,29.296
5.051072,135.381805,29.431
5.077388,134.972275,29.553
5.102865,134.561081,29.678
5.144755,134.151230,29.636
5.191849,133.742996,29.550
5.232784,133.335846,29.425
5.266138,132.929565,29.326
5.305800,132.524567,29.302
5.345125,132.118759,29.392
5.370831,131.709961,29.526
5.387039,131.298752,29.636
5.390028,130.886505,29.619
5.391153,130.475067,29.575
5.391617,130.065018,29.465
5.388201,129.656387,29.381
5.392827,129.248917,29.329
5.409005,128.841415,29.390
5.426964,128.432556,29.503
5.433615,128.022049,29.573
5.428920,127.610641,29.611
5.429740,127.199547,29.580
5.434440,126.789513,29.495
5.439803,126.380676,29.415
5.446520,125.972710,29.372
5.463039,125.565071,29.378
5.476430,125.156593,29.457
5.479023,124.746590,29.545
5.472554,124.335587,29.593
5.459226,123.924614,29.578
5.440616,123.514557,29.509
5.429660,123.105537,29.438
5.416898,122.697426,29.385
5.390677,122.290192,29.360
5.344124,121.884140,29.372
5.278079,121.479462,29.434
5.192146,121.076805,29.488
5.088888,120.676895,29.556
4.972492,120.280083,29.564
4.849119,119.885780,29.585
4.722462,119.493675,29.519
4.596540,119.102745,29.491
4.471777,118.712639,29.426
4.347225,118.323051,29.427
4.227483,117.932076,29.437
4.115365,117.538353,29.491
3.995165,117.146515,29.507
3.877390,116.753716,29.528
3.768232,116.358414,29.519
3.662866,115.962318,29.499
3.553877,115.567635,29.474
3.444468,115.173363,29.457
3.334236,114.779373,29.461
3.231199,114.383308,29.467
3.138154,113.984505,29.477
3.040914,113.586555,29.495
2.947026,113.187645,29.499
2.855239,112.788162,29.508
2.768863,112.387611,29.476
2.707215,111.983124,29.345
2.663902,111.576363,29.360
2.639506,111.167244,29.346
2.626514,110.756157,29.523
2.625533,110.342995,29.603
2.631205,109.929077,29.695
2.645008,109.515915,29.602
2.655263,109.104889,29.517
2.668504,108.696060,29.354
2.679392,108.288788,29.308
2.693151,107.881767,29.309
2.705261,107.473541,29.447
2.722642,107.063446,29.576
2.759348,106.653145,29.599
2.804776,106.243515,29.607
2.858383,105.835693,29.518
2.913498,105.429665,29.431
2.954599,105.023453,29.387
2.990776,104.617004,29.389
3.037981,104.211151,29.422
3.086695,103.804443,29.516
3.139681,103.397125,29.577
3.206653,102.991417,29.563
3.270320,102.585838,29.537
3.318404,102.179359,29.442
3.364754,101.773483,29.406
3.425338,101.369881,29.366
3.491966,100.966759,29.439
3.565700,100.563683,29.500
3.639319,100.159630,29.584
3.696635,99.752853,29.561
3.746868,99.345497,29.533
3.792253,98.938316,29.469
3.834810,98.531616,29.422
3.888989,98.126945,29.395
3.958295,97.724419,29.408
4.032195,97.321709,29.490
4.112076,96.919022,29.557
4.186689,96.515007,29.572
4.246258,96.108864,29.538
4.292130,95.701782,29.448
4.334940,95.295197,29.411
4.371021,94.888222,29.395
4.407154,94.480942,29.445
4.461828,94.075264,29.485
4.521387,93.669365,29.555
4.585925,93.263657,29.568
4.644493,92.857460,29.533
4.686641,92.450203,29.441
4.718370,92.042702,29.398
4.744756,91.634895,29.410
4.778725,91.227448,29.449
4.822120,90.819923,29.534
4.855415,90.410797,29.551
4.889610,90.001717,29.552
4.929636,89.593544,29.515
4.961963,89.185486,29.451
4.985636,88.777397,29.415
5.005517,88.369164,29.426
5.012667,87.960144,29.419
5.016211,87.550446,29.507
5.025681,87.140007,29.564
5.041080,86.729362,29.587
5.066641,86.319763,29.518
5.090927,85.911118,29.451
5.103107,85.502769,29.399
5.106428,85.094398,29.406
5.100371,84.684921,29.503
5.101221,84.273445,29.692
5.112210,83.859032,29.932
5.125977,83.440834,30.227
5.134782,83.018272,30.543
5.140111,82.591064,30.883
5.141940,82.159042,31.232
5.132167,81.722504,31.537
5.121188,81.281425,31.891
5.125408,80.835732,32.218
5.139424,80.385406,32.571
5.155354,79.930168,32.931
5.158576,79.470238,33.237
5.155499,79.005569,33.597
5.152926,78.535919,33.953
5.152038,78.061363,34.308
5.152485,77.581947,34.657
5.143694,77.098022,34.975
5.139547,76.609612,35.295
5.141489,76.116493,35.644
5.142716,75.618591,35.985
5.143536,75.115952,36.324
5.150995,74.608856,36.641
5.152246,74.097466,36.941
5.147588,73.581642,37.273
5.141302,73.061264,37.599
5.131162,72.536461,37.918
5.128038,72.007370,38.218
5.134470,71.474030,38.523
5.132736,70.936699,38.801
5.122736,70.395256,39.114
5.119866,69.849594,39.408
5.111341,69.300850,39.545
5.088721,68.754066,39.287
5.055188,68.214424,38.706
5.011123,67.685745,37.895
4.954780,67.170891,36.921
4.885778,66.671944,35.842
4.804681,66.190346,34.695
4.711381,65.727280,33.503
4.608499,65.283058,32.307
4.498942,64.857445,31.117
4.386358,64.449593,29.950
4.273105,64.058159,28.861
4.161141,63.680634,27.992
4.055645,63.313297,27.151
3.954823,62.952621,26.814
3.858311,62.595623,26.434
3.755491,62.242001,26.465
3.650243,61.890308,26.311
3.547785,61.536415,26.584
3.440073,61.182526,26.591
3.325200,60.827263,26.992
3.201766,60.471462,27.114
3.084034,60.108974,27.608
2.975951,59.738869,27.828
2.871076,59.361767,28.372
2.771593,58.978085,28.616
2.685225,58.585442,29.088
2.607622,58.185925,29.357
2.542577,57.778584,29.791
2.486222,57.365494,30.014
2.442485,56.948463,30.112
2.405296,56.533760,29.772
2.376301,56.123802,29.402
2.350845,55.720501,28.887
2.322035,55.321716,28.748
2.292163,54.925503,28.523
2.272793,54.528679,28.608
2.274510,54.130859,28.526
